frequency_female;frequency_male;name
199;0;KAIZA
20;1433;KALIL
319;0;KALINCA
401;0;KALINKA
216;0;KALYANE
23741;90;KAMILA
4944;29;KAMILE
5230;26;KAMILLA
1830;0;KAMILLE
1023;0;KAMYLLA
10181;54;KAREM
68230;306;KAREN
303;21;KARI
529;144;KARIM
675;0;KARIME
5193;126;KARIN
117498;382;KARINA
69509;266;KARINE
1854;0;KARINI
231;0;KARISE
161;0;KARISSA
40230;128;KARLA
1261;0;KARLIANE
35;0;KARLIN
3981;218;KAROL
25529;94;KAROLINE
345;0;KAROLINNE
227;0;KAROLYNA
2960;0;KAROLYNE
448;0;KARYN
1112;0;KARYNE
265;0;KARYNNE
235;0;KASANDRA
255;0;KASIANE
1549;0;KASSANDRA
9603;34;KASSIA
515;0;KASSIANA
65;0;KATALIN
1984;0;KATE
302;0;KATELYN
1401;0;KATERINE
1162;0;KATHIA
4195;28;KATHLEEN
201;0;KATHRYN
144;0;KATHYA
163299;382;KATIA
5592;0;KATIANA
20323;68;KATIANE
58;0;KATIANNY
2535;0;KATIUCIA
2150;0;KATIUSCIA
165;0;KATIUSKA
329;0;KATIUSSIA
45;0;KATIUZA
1606;0;KATLEN
2409;0;KATRINE
88;0;KATRYNE
999;0;KATY
874;0;KATYA
108;0;KATYUSCIA
5719;54;KAUANA
6298;145;KAUANY
0;905;KAYAN
1042;0;KAYANE
493;29;KAZUE
66407;219;KEILA
1761;0;KEILLA
264;0;KEISSE
498;0;KEISY
1335;71;KEITI
2161;38;KEITY
354;0;KEIZE
1931;23;KELEM
10506;57;KELEN
38310;222;KELI
1710;91;KELIN
309;63;KELIS
4136;29;KELLE
856;0;KELLEM
8953;35;KELLEN
385;398;KELLER
513;0;KELLEY
17246;96;KELLI
551;0;KELLIN
95114;439;KELLY
97;0;KELLYNE
196;0;KELSILENE
0;1850;KELTON
25268;137;KELY
388;0;KENDRA
0;47;KENGI
581;0;KENNIA
2201;0;KEROLAINE
138;0;KEROLLIN
22527;94;KESIA
128;82;KESLY
434;0;KESSYA
87;0;KESY
154;0;KETHELEM
1773;0;KETHELYN
1001;0;KETHLEN
16736;141;KETLIN
152;0;KETLYM
6054;28;KETLYN
503;0;KETTY
279;40;KEULY
6940;21;KEYLA
0;41;KHRISTIAN
0;493;KILDER
47;0;KIRIAN
225;0;KIZZY
0;2255;KLAUS
187;35419;KLEBER
410;0;KLECIA
401;0;KLEIDE
32;0;KRISLLEN
40;0;KRYS
1097;255;LADI
1633;821;LADIR
2162;39;LADY
169;49056;LAERCIO
0;1034;LAERTES
0;27;LAERZIO
36661;137;LAIANE
8379;174;LAIDE
30529;115;LAILA
130730;631;LAIS
29208;110;LAISA
11592;43;LAISE
7386;78;LAIZ
13235;38;LAIZA
65;0;LALISSA
18540;56;LANA
677;0;LAODICEIA
0;156;LAOR
105741;365;LARA
836;0;LARESSA
494;0;LARIANA
3191;0;LARIANE
2047;0;LARICE
360523;1322;LARISSA
5874;21;LARISSE
160;0;LARISSI
5619;21;LARYSSA
59;0;LATOYA
4134;0;LAUANA
6356;20;LAUDELINA
22;5733;LAUDELINO
357;0;LAUDIA
13138;29;LAUDICEIA
517;0;LAUDICELIA
333;0;LAUDISEIA
209844;705;LAURA
352;0;LAURACI
792;0;LAUREANE
3144;1234;LAURECI
1802;0;LAURENICE
25;3919;LAURENTINO
658;7699;LAURI
2066;0;LAURIANA
5812;34;LAURIANE
145;0;LAURIANI
1579;0;LAURICE
491;201;LAURICI
14036;44;LAURINDA
43;12073;LAURINDO
707;0;LAURINEIDE
457;0;LAURINHA
219;0;LAURISA
50;0;LAURISTELA
11219;24;LAURITA
199;40691;LAURO
0;332;LAWRENCE
5963;25;LAYLA
4559;0;LAYS
5088;22;LAYSA
19088;135;LAZARA
284;55934;LAZARO
15596;50;LEA
149;216;LEACIR
28;0;LEALIS
0;497;LEANDER
34146;318;LEANDRA
311;0;LEANDRINA
2765;506483;LEANDRO
817;31;LEANI
932;0;LECIANE
776;275;LECIR
152;0;LECTICIA
38933;87;LEDA
99;0;LEDILENE
237;578;LEE
27318;83;LEIA
1103;0;LEICIANE
101953;213;LEILA
9230;32;LEILANE
457;28;LEILE
75;0;LEIRY
846;76;LEIVA
385;0;LEIZE
5364;0;LELIA
976;0;LENARA
23191;605;LENI
139;0;LENIARA
15285;50;LENICE
330;0;LENICI
844;0;LENILCE
11557;31;LENILDA
21236;714;LENIR
10678;21;LENIRA
207;103;LENIS
3145;0;LENISE
11113;0;LENITA
1351;0;LENIZE
309;0;LENORA
2898;94;LENY
210;15831;LEO
3418;0;LEOCADIA
471;260;LEOCI
150;2476;LEOCIR
21;0;LEOCRICIA
0;47;LEODIL
156;866;LEODIR
0;43;LEOIR
1072;17003;LEOMAR
35;0;LEOMARI
48;1803;LEOMIR
0;2709;LEONALDO
3343;544258;LEONARDO
161;0;LEONEIA
1975;39;LEONEIDE
112;1339;LEONES
147;0;LEONESIA
2762;57;LEONETE
9126;5745;LEONI
35244;236;LEONICE
434;0;LEONICIA
3183;292;LEONIDA
450;12350;LEONIDAS
638;279;LEONIDE
3501;0;LEONIDIA
22917;103;LEONILDA
3447;208;LEONILDE
72;14850;LEONILDO
108;0;LEONILSA
2636;0;LEONINA
3994;7753;LEONIR
1449;0;LEONIRA
20356;1634;LEONOR
8999;32;LEONTINA
387;380;LEONY
0;409;LEOVEGILDO
1251;210;LESLIE
142;0;LESLYE
824;0;LESSANDRA
81;0;LETANIA
434056;1572;LETICIA
38;356;LEU
1047;0;LEUNICE
375;35145;LEVI
39;2907;LEVY
325;21;LEZI
17378;108;LIA
1103;29;LIAMAR
1960;0;LIAMARA
10268;29;LIANA
13137;35;LIANE
537;31;LIBERACI
7778;20;LICIA
2321;0;LICIANE
0;1194;LICINIO
88023;236;LIDIA
86963;261;LIDIANE
0;7784;LIDIO
594;1667;LIDIOMAR
0;231;LIDSON
7956;20;LIDUINA
3309;47;LIEGE
1816;25;LIENE
48911;109;LIGIA
182;0;LIGIANA
3674;0;LIGIANE
261;0;LIGYA
2619;134;LILI
24555;86;LILIA
8945;26;LILIAM
84;0;LILIAMAR
108676;399;LILIAN
11739;27;LILIANA
88064;245;LILIANE
1243;0;LILIANI
285;0;LILIANY
43;0;LILIELE
1151;0;LILLIAN
196;0;LILYAN
9925;26;LINA
0;4739;LINCOLN
101;11207;LINCON
9672;41;LINDA
3994;49;LINDACI
1635;36;LINDACIR
42964;100;LINDALVA
1742;45;LINDAMAR
820;0;LINDAMARA
3647;35;LINDAMIR
262;0;LINDENALVA
23616;54;LINDINALVA
4573;39891;LINDOMAR
594;27;LINDSAY
416;22;LINDSEY
543;0;LINEIDE
43;0;LINETI
0;1918;LINEU
40;10658;LINO
0;30;LINON
287;0;LIONEIDE
966;0;LIONETE
4986;0;LIRIA
1297;0;LIRIAN
1000;0;LIRIANE
3270;169;LIS
2581;20;LISA
383;0;LISABETE
191;0;LISAMARA
10524;46;LISANDRA
1592;0;LISANGELA
624;0;LISE
5094;0;LISETE
55;0;LISIAN
14189;29;LISIANE
32;0;LISIMARA
23;0;LISIONETE
1327;0;LISLAINE
704;0;LISLANE
105;0;LISLAYNE
206;0;LISONETE
779;0;LISSA
2157;0;LISSANDRA
0;49;LIUMAR
143;0;LIVETE
135979;430;LIVIA
25;2934;LIVIO
3637;291;LIZ
1387;0;LIZA
7998;26;LIZANDRA
611;0;LIZANGELA
8019;25;LIZETE
7563;0;LIZIANE
169;0;LIZIANI
35;220;LOACIR
253;0;LOANDA
145;0;LOANI
367;0;LOARA
4576;116;LOIDE
145;514;LOIR
1689;0;LOISE
344;0;LOIZE
37;0;LOIZETE
6724;40;LORAINE
105;0;LORAINI
255;0;LOREANE
46;0;LORECY
63;0;LOREDANE
81;0;LORELAI
94;0;LORELEI
51;0;LORELEY
2847;56;LOREN
111906;404;LORENA
1396;0;LORENE
7240;473;LORENI
102;97;LORES
4365;1314;LORI
1521;0;LORIANE
30;0;LORIANY
81;21;LORICI
52;0;LORIDANE
84;0;LORILDA
212;654;LORIMAR
6248;35;LOUISE
64837;194;LOURDES
40;11755;LOURENCO
25;0;LOURENNA
49;0;LOURETE
257;0;LOURINETE
75;31032;LOURIVAL
124;0;LUAMAR
354625;1675;LUANA
3990;24;LUANDA
14025;118;LUANE
3135;0;LUANNA
10492;1116818;LUCAS
2229;37;LUCELI
30606;75;LUCELIA
33091;356;LUCI
287153;764;LUCIA
429769;1632;LUCIANA
81230;289;LUCIANE
2533;86;LUCIANI
345;0;LUCIANNE
2278;335214;LUCIANO
4732;0;LUCIARA
20;0;LUCICLE
15118;66;LUCICLEIDE
2027;21;LUCIELI
144238;423;LUCIENE
2189;0;LUCIENI
13748;41;LUCILA
1590;0;LUCILAINE
1947;0;LUCILDA
9900;0;LUCILEIA
2177;0;LUCILENA
82838;211;LUCILENE
14958;30;LUCILIA
67004;13633;LUCIMAR
49699;150;LUCIMARA
1570;26;LUCIMARI
745;0;LUCIMARY
144;0;LUCIMEIRA
9733;22;LUCIMEIRE
2083;0;LUCIMERE
825;0;LUCIMERI
163;0;LUCIMERY
2344;0;LUCINEA
3261;4096;LUCINEI
47254;108;LUCINEIA
45275;127;LUCINEIDE
14907;50;LUCINETE
134;0;LUCINEZ
272;55776;LUCIO
1282;0;LUCIOLA
3129;0;LUCIRENE
1947;62;LUCIVANE
17311;80;LUCIVANIA
8084;69;LUCY
201;0;LUCYANA
91;0;LUCYENE
116;0;LUCYMARA
28325;96;LUDIMILA
23829;78;LUDMILA
2734;0;LUDMILLA
282;0;LUENI
71;1459;LUIDI
4375;931530;LUIS
68227;312;LUISA
133;0;LUISIANA
4865;1102927;LUIZ
219667;854;LUIZA
128;0;LUIZABETE
52;0;LUIZENE
239;0;LUIZIANA
434;0;LUIZINHA
2756;0;LURDE
83288;274;LURDES
669;0;LUSANIRA
8940;31;LUSIA
1056;0;LUSIANA
2072;0;LUSIANE
823;0;LUSILENE
205;0;LUZELI
2467;94;LUZENIR
258278;670;LUZIA
127;0;LUZILETE
46;0;LUZIMERI
295;199;LUZINEI
7364;0;LUZINEIDE
54474;150;LUZINETE
163;0;LUZITA
2172;0;LYDIA
1887;0;LYGIA
77;0;LYLIA
937;0;LYVIA
3291;85;MABEL
52610;187;MADALENA
248;0;MADELON
40;0;MADERLI
3050;57;MAELI
25634;65;MAGALI
1617;0;MAGALY
34688;105;MAGDA
19237;84;MAGNA
205;38863;MAGNO
112094;516;MAIARA
857;134295;MAICON
51;0;MAIHARA
20;2459;MAIKO
5326;30;MAILA
159;0;MAILLA
377;194;MAIONE
21;2375;MAIQUEL
559;568;MAIR
55979;257;MAIRA
626;24;MAIRI
0;750;MAIRO
51924;220;MAISA
2449;0;MAISE
10010;45;MAIZA
583;0;MAIZE
108;0;MALANE
8606;32;MALVINA
207;0;MANIRA
1421;590924;MANOEL
31356;262;MANOELA
1323;0;MANOELLA
753;253031;MANUEL
60907;324;MANUELA
7105;111;MANUELE
1266;0;MANUELLE
773;0;MANUELLY
88631;287;MARA
37;0;MARACELI
5013;0;MARAISA
255;0;MARALINE
67;0;MARAYZA
177;20526;MARCEL
139351;1040;MARCELA
19553;199;MARCELE
11068;1087;MARCELI
2868;0;MARCELIA
11454;72;MARCELINA
20;0;MARCELIZE
7235;28;MARCELLA
6886;41;MARCELLE
26;5186;MARCELLO
3117;690098;MARCELO
1624;760;MARCI
551855;1851;MARCIA
14228;84;MARCIANA
6880;61;MARCIANE
8031;90;MARCIELE
938;1131;MARCILEI
32556;147;MARCILENE
98;22207;MARCILIO
1250;0;MARCINA
1906;466140;MARCIO
74;614;MARCLEI
832;207244;MARCO
5039;1101126;MARCOS
183;38346;MARCUS
58;0;MARCYA
337;0;MARECI
221;0;MARELISA
72;0;MAREN
638;0;MARENICE
60;0;MAREZETE
89;0;MARGARA
48363;123;MARGARETE
14510;32;MARGARETH
114690;341;MARGARIDA
30;0;MARGERY
697;0;MARGOT
25678;435;MARI
11694738;39391;MARIA
4198;26;MARIAH
1132;0;MARIALDA
2707;0;MARIALVA
1502;85;MARIAN
381778;1609;MARIANA
73675;346;MARIANE
12254;30;MARIANGELA
221;0;MARIANITA
2610;0;MARIANNE
2569;0;MARIBEL
767;0;MARICE
191;0;MARICELA
8996;32;MARICELIA
792;0;MARICI
1507;0;MARICLEIA
1788;0;MARICLEIDE
35;0;MARICLEUZA
238;0;MARICY
3170;0;MARIDALVA
2364;0;MARIE
1019;1545;MARIEL
19745;88;MARIELE
250;0;MARIELENA
8392;53;MARIELI
383;0;MARIELLA
1828;0;MARIELLE
1209;0;MARIELLY
85;0;MARIEN
12801;38;MARIETA
3016;0;MARIETE
136;0;MARIETTA
3768;0;MARILAINE
475;45;MARILAN
313;0;MARILANDA
50747;122;MARILDA
9021;69;MARILEI
10689;25;MARILEIA
162;0;MARILEN
11091;26;MARILENA
163944;449;MARILENE
4150;0;MARILETE
491;0;MARILEY
4951;27;MARILHA
6330;25;MARILI
86734;270;MARILIA
141;0;MARILIANA
473;0;MARILIANE
1219;0;MARILICE
645;0;MARILIN
1020;0;MARILIS
1141;0;MARILISA
1409;0;MARILISE
257;0;MARILIZ
710;0;MARILIZA
618;0;MARILIZE
7048;20;MARILSA
476;0;MARILSE
6107;35;MARILU
6143;20;MARILUCE
4137;20;MARILUCI
9336;27;MARILUCIA
817;0;MARILUZ
595;0;MARILVA
522;0;MARILY
444;0;MARILYN
41;0;MARILYS
28205;69;MARILZA
617;0;MARILZE
207760;782;MARINA
93355;272;MARINALVA
380;0;MARINDA
1955;33;MARINE
2474;230;MARINEI
28764;78;MARINEIDE
237;0;MARINEIVA
251;0;MARINELI
36638;112;MARINES
41122;131;MARINETE
2518;0;MARINEUSA
3424;0;MARINEUZA
429;43;MARINEY
10131;34;MARINEZ
32;5335;MARINHO
1176;0;MARINICE
51;0;MARINIL
234;0;MARINILSA
1057;0;MARINITA
33;9456;MARINO
1208;268171;MARIO
1662;622;MARION
978;39;MARIONE
95961;259;MARISA
1287;0;MARISANGELA
11314;20;MARISE
9158;23;MARISETE
74;0;MARISIANE
560;0;MARISLEI
81;0;MARISLEIA
3038;27;MARISOL
45328;105;MARISTELA
346;0;MARISTELLA
540;0;MARITZA
296;0;MARIUCHA
0;97;MARIUS
2025;0;MARIUSA
9470;60;MARIVALDA
257;0;MARIVANA
4475;0;MARIVANIA
3592;27;MARIVONE
44877;112;MARIZA
764;0;MARIZANGELA
5848;0;MARIZE
34435;110;MARIZETE
342;0;MARIZETH
631;0;MARIZETI
221;0;MARJANE
1447;0;MARJORI
4033;23;MARJORIE
25;1384;MARK
5096;35;MARLA
10780;2096;MARLEI
15990;56;MARLEIDE
301055;835;MARLENE
12951;42;MARLETE
2175;2067;MARLEY
209633;824;MARLI
159;0;MARLIANA
1822;0;MARLIANE
7015;20;MARLISE
0;103;MARLLOS
456;72507;MARLON
10851;70;MARLUCI
43;835;MARLUS
295;0;MARLUSA
479;0;MARLUZA
24358;157;MARLY
112;63;MARNI
67;0;MARQUILANE
61;0;MARSELI
214263;698;MARTA
8553;37;MARTHA
7363;26;MARTINHA
108;7046;MARTINS
16798;59;MARY
905;0;MARYANE
247;0;MARYELLEN
205;0;MARYLENE
4857;583962;MATEUS
0;258;MATHEOS
2700;347734;MATHEUS
145;15280;MATIAS
30128;142;MATILDE
113;0;MATSUE
40;0;MAUNA
39746;188;MAURA
240;0;MAUREEN
949;24;MAUREN
317;14082;MAURI
620;0;MAURIANE
5833;22;MAURICEIA
931;234847;MAURICIO
2389;0;MAURILIA
76;22412;MAURILIO
8169;26;MAURINA
0;40;MAURITY
442;166334;MAURO
271;33953;MAX
270;31;MAY
74792;285;MAYARA
0;78;MAYCKEL
189;32415;MAYCON
0;641;MAYKEL
29;4889;MAYKON
2590;0;MAYLA
69;0;MAYLI
582;0;MAYLLA
20786;75;MAYRA
10892;55;MAYSA
1458;0;MAYZA
37252;121;MEIRE
21;0;MEIRELY
1353;0;MEIRI
420;0;MEIRIAN
65;0;MEIRIELLI
2906;0;MELANIA
1003;0;MELANIE
365;0;MELIANE
7270;23;MELINA
43747;143;MELISSA
354;0;MELLANY
215;0;MELLINA
0;137;MELVIN
22097;160;MERCEDES
22626;89;MERCIA
1445;0;MERE
26;0;MERENILDE
4554;102;MERI
674;0;MERIA
1949;0;MERIAN
25;0;MERIEL
147;0;MERIELLE
468;0;MERILIN
51;0;MERLE
400;0;MERLI
30;0;MEROPE
2681;38;MERY
541;65736;MICHAEL
1614;0;MICHAELA
723;78252;MICHEL
2759;0;MICHELA
0;531;MICHELANGELO
200531;1472;MICHELE
40519;370;MICHELI
24;0;MICHELINNE
32430;156;MICHELLE
5995;48;MICHELLI
5597;23;MICHELLY
3944;30;MICHELY
1832;20;MIDIA
617;0;MIDORI
1244;239636;MIGUEL
3592;0;MIGUELINA
124;0;MILAGROS
1499;0;MILAINE
2959;26;MILCA
183;0;MILDRED
183;0;MILEIDI
107;0;MILEINE
158435;607;MILENA
37963;148;MILENE
940;0;MILLENE
266;125669;MILTON
3935;332;MIRACI
980;37;MIRANI
0;119;MIRCO
33964;123;MIRELA
15126;67;MIRELE
12214;48;MIRIA
0;42;MIRIALDO
70796;236;MIRIAM
126200;503;MIRIAN
4217;0;MIRIANE
428;0;MIRLAINE
7004;0;MIRNA
0;496;MIRON
91;0;MIROSLAVA
1980;0;MIRTA
10471;68;MIRTES
130;17822;MISAEL
2251;0;MISLAINE
118;0;MITZI
150;0;MIUCHA
100;16021;MIZAEL
228;79629;MOACIR
2653;0;MOEMA
0;1174;MOHAMED
547;124697;MOISES
1090;25;MONA
12374;46;MONALISA
136;0;MONALISSA
4881;24;MONALIZA
1010;0;MONIA
203322;608;MONICA
694;0;MONIKA
2219;0;MONIKE
67474;319;MONIQUE
16644;54;MORGANA
100;0;MORGANNA
26;0;MORGIANA
0;91;MORIS
0;391;MORONI
0;90;MOSER
0;57;MOUSES
0;1287;MOYSES
0;1811;MOZAR
0;866;MUNIR
2314;3063;MURIEL
718;115067;MURILO
63;0;MYCHELLY
594;0;MYLENE
1011;0;MYRIAM
232;0;MYRLA
414;0;NABILA
415;0;NADEGE
51186;148;NADIA
77;0;NADIMAR
57078;7189;NADIR
51;0;NADIRENE
14578;42;NADJA
7289;24;NAGILA
26951;115;NAIANE
85317;299;NAIARA
5651;0;NAILA
214;0;NAILCE
3231;0;NAILDE
115715;946;NAIR
18123;82;NAIRA
34;0;NAIRLE
3267;0;NAJARA
1760;0;NAJLA
624;0;NALU
5318;0;NALVA
931;0;NALZIRA
496;368;NAMIR
18719;123;NANCI
6924;42;NANCY
0;373;NANDERSON
30800;113;NARA
31;0;NARALI
0;861;NARCIZO
0;64;NASSIM
10805;46;NATACHA
334157;1169;NATALIA
53;8552;NATALICIO
5887;35;NATALIE
26377;116;NATALINA
103;20108;NATALINO
810;69835;NATANAEL
79;5727;NATANIEL
801;0;NATASCHA
16347;57;NATASHA
49921;187;NATHALIA
2457;0;NATHALIE
5295;25;NATHALY
369;0;NATIA
1211;0;NATIANE
316;0;NATIELLI
40;0;NATTASHA
0;59;NAURELINO
351;0;NAYA
47812;173;NAYARA
54;0;NAYRE
25072;843;NAZARE
26;0;NEFERTITE
388;11050;NEI
4566;0;NEIDA
113150;578;NEIDE
27;0;NEIDECI
1328;58;NEIDI
229;0;NEIDY
11616;22;NEILA
27;0;NEILANY
1146;0;NEILIANE
83;0;NEIRILENE
565;0;NEISA
729;0;NEISE
29766;135;NEIVA
55;0;NEIVANI
18970;3076;NELCI
0;263;NELCIO
37125;777;NELI
6155;0;NELIA
1229;0;NELIDA
57;11370;NELIO
493;0;NELISE
2218;26;NELLY
17715;45;NELMA
6179;848;NELSI
205;219;NELSIR
456;200125;NELSON
519;0;NELVA
5802;129;NELY
13572;27;NELZA
101;37;NELZIR
31;2171;NEMIAS
42;0;NENCY
63;199;NEOCIR
297;56;NEOLI
29;0;NEONILA
31;0;NEOZELI
4562;1778;NERCI
227;0;NERCINDA
2565;34;NEREIDE
0;4727;NEREU
2645;12534;NERI
113;0;NERISSA
0;3376;NERIVALDO
1343;140;NERLI
30;0;NERMI
39;15975;NESTOR
6039;744;NEUCI
179;0;NEULA
30;0;NEUMARI
2451;0;NEURA
362;30;NEURACIR
428;0;NEURACY
114846;226;NEUSA
1048;0;NEUSELI
1298;134;NEUSI
20;0;NEUSMARI
114541;262;NEUZA
83;22;NEUZAIR
655;0;NEUZETE
1172;77;NEUZI
223;69;NEUZIR
688;0;NEUZIRA
0;9318;NEWTON
257;8030;NEY
2336;26;NEYDE
114;0;NIANDRA
7460;24;NICE
2989;21;NICEIA
76;0;NICELDA
1353;0;NICIA
278;0;NICIANE
0;1308;NICKOLAS
0;838;NICKSON
0;2636;NICODEMOS
0;8159;NICOLAU
104992;826;NICOLE
91;0;NICOLETA
0;471;NICOLINO
4437;35;NICOLLE
95;0;NIDELCI
3482;0;NIDIA
3253;0;NIEDJA
48;438;NIELSEN
672;0;NIKOLE
75;479;NIL
16693;99;NILCE
1820;0;NILCEA
20;0;NILCECLEIA
10185;23;NILCEIA
83;0;NILCELE
271;0;NILCELI
1611;0;NILCELIA
149;0;NILCEMARA
218;0;NILCIMARA
44347;108;NILDA
3806;42;NILDE
43;10585;NILDO
50;0;NILIANA
326;0;NILIANE
16472;92;NILMA
44;18555;NILO
17113;52;NILSA
48;0;NILSARA
4566;43;NILSE
1327;0;NILSEIA
272;101524;NILSON
282;104846;NILTON
22828;75;NILVA
1123;0;NILVANA
80128;157;NILZA
11332;42;NILZETE
8267;26;NINA
70;0;NINIVI
106;173;NIOMAR
1008;0;NIRCE
22;0;NIRLIANE
0;307;NISIO
206;0;NISLAINE
128;0;NIUCEIA
36;0;NIUMARA
0;27;NIVACIR
219;277;NIVAIR
7801;64;NIVALDA
223;78608;NIVALDO
14278;35;NIVEA
13352;25;NIVIA
474;0;NIVIANE
453;0;NIZE
75;19123;NOEL
415;0;NOELE
26564;546;NOELI
11216;31;NOELIA
1582;41;NOELY
4673;53;NOEME
26595;220;NOEMI
48383;127;NOEMIA
0;399;NOEMIO
1161;0;NOEMY
150;0;NOESIA
24;13086;NORBERTO
313;109;NORIMAR
0;5798;NORIVAL
46548;140;NORMA
268;426;NORMAN
0;102;NOSLEN
191;0;OCALINA
480;0;OCELIA
157;0;OCIMARA
45;257;OCLAIR
0;1081;ODAILSON
715;67758;ODAIR
46;23;ODENE
431;0;ODENICE
460;2809;ODENIR
68467;524;ODETE
1946;21;ODILENE
7582;31;ODILIA
48;16694;ODILON
101;2547;ODINEI
134;2867;ODIR
0;3140;ODIRLEI
339;0;ODISSEIA
0;65;ODMIR
71;0;OKSANA
179;0;OLAIA
45;19359;OLAVO
51910;172;OLGA
48;0;OLIDETE
28989;119;OLINDA
41013;162;OLIVIA
0;527;OLIVIER
79;8485;OMAR
10379;28;ONDINA
2764;0;ONEIDA
6781;1191;ONEIDE
1913;0;ONELIA
2064;0;ONILDA
322;0;ONILDE
1182;0;ONIRA
392;0;ORACILDA
0;169;ORAZIL
0;494;ORELIO
0;30;ORENIL
24;1881;ORESTE
293;22;ORIANE
174;0;ORIETE
51;0;ORISTELA
0;6984;ORIVALDO
0;122;ORIZON
244;101211;ORLANDO
62;3151;ORLEI
301;47;ORLETE
2121;0;ORMINDA
7536;169;OSANA
95;37672;OSCAR
167;18260;OSEIAS
0;123;OSIR
49;858;OSIRES
153;0;OSLAINE
0;773;OSMAEL
72;4255;OSMAIR
0;1863;OSMAN
315;102717;OSMAR
295;243;OSMARI
13244;60;OSMARINA
117;0;OSMARINDA
36;0;OSMARY
289;0;OSMINDA
149;12017;OSNI
35;3141;OSNIR
0;121;OSVALDECIR
322;146986;OSVALDO
49;22708;OSWALDO
67;21900;OTACILIO
0;320;OTAMIR
579;99962;OTAVIO
15377;51;OTILIA
0;6993;OTONIEL
0;3426;OTTO
0;116;OVANDE
5273;176;OZANA
0;63;OZANAM
1646;0;OZELIA
1334;390;OZENIR
993;0;OZIANE
40;12443;OZIEL
164;0;OZIELE
915;132505;PABLO
11434;35;PALMIRA
0;731;PALMIRO
79036;361;PALOMA
138009;585;PAMELA
4499;0;PAMELLA
157;0;PAMMELA
50322;242;PAOLA
45;2157;PAOLO
0;221;PASQUALE
529446;1619;PATRICIA
451;49005;PATRICK
131;0;PATRYCIA
221113;1464;PAULA
21027;94;PAULINA
2122;29;PAULINE
58;16522;PAULINO
5355;1417907;PAULO
6048;1213557;PEDRO
2300;0;PEDROLINA
7296;31;PENHA
72;890;PERCI
2410;0;PERCILIA
189;0;PERGENTINA
26;5965;PERICLES
3861;0;PEROLA
5140;0;PERPETUA
90;18842;PETERSON
132;0;PHAMELLA
27;3487;PHELIPE
33;184;PIER
39;6140;PIERRE
14113;87;PIETRA
0;1314;PIO
0;462;PITAGORAS
50;16019;PLINIO
84237;315;POLIANA
9516;36;POLIANE
3103;0;POLLYANA
1765;0;POLLYANNA
167;0;POLLYANNE
3393;0;POLYANA
0;36;POTY
485;0;PRECILA
301;0;PRESCILA
54105;202;PRICILA
1262;0;PRICILLA
222460;668;PRISCILA
9040;0;PRISCILLA
266;0;PRISCYLA
422;0;PRISCYLLA
2626;0;PRISILA
338;0;PRUDENCIA
56;0;PRYCILA
173;0;PRYSCILA
201;0;PRYSCILLA
0;91;PYTER
10514;37;QUEILA
2067;25;QUELE
4888;38;QUELI
1940;0;QUEREN
5972;24;QUEZIA
0;1788;QUIRINO
36209;96;QUITERIA
11299;78;RACHEL
0;25;RACIEL
0;24;RADY
6929;814709;RAFAEL
272718;2299;RAFAELA
9754;320;RAFAELE
5776;181;RAFAELI
9467;53;RAFAELLA
568;0;RAIANNY
935;30;RAILDE
2187;611174;RAIMUNDO
483;0;RAINILDA
90;0;RAINILDE
113146;494;RAISSA
302;0;RAKELI
46;13457;RAMIRO
366;62441;RAMON
5953;22;RAMONA
768;3262;RANIERE
0;1670;RANILSON
0;32;RANUZIO
189;32693;RAPHAEL
5911;59;RAPHAELA
1277;0;RAPHAELLA
146;0;RAPHAELLY
284610;1805;RAQUEL
3533;0;RAQUELE
3322;23;RAQUELI
882;0;RAUANA
263;56823;RAUL
0;2637;RAULINO
2006;21;RAYRA
4436;0;REBECCA
85;0;REGENILDA
3198;0;REGIA
96432;394;REGIANE
1385;0;REGIANI
151;0;REGIANY
942;0;REGILAINE
252483;603;REGINA
768;225049;REGINALDO
1277;0;REGINEIDE
316;20286;REGIS
543;283;REINA
406;133930;REINALDO
56125;264;REJANE
593;0;REJANI
78;0;REJANNE
607;0;REJEANE
117;0;RELINDES
453;0;REMILDA
0;7534;RENALDO
1411;170182;RENAN
345195;1806;RENATA
1048;0;RENATE
1925;327610;RENATO
226;0;RENATTA
1927;21544;RENE
6918;5518;RENI
535;0;RENILCE
18033;59;RENILDA
1171;0;RENITA
0;27;RENOLD
0;374;RERISSON
0;37;REUBE
0;2695;REYNALDO
0;35;REYNOLDS
633;0;RHAYANE
241;0;RIANDRA
1868;467835;RICARDO
360;49910;RICHARD
71;0;RILA
207;0;RILENE
641;0;RILMA
42;15934;RINALDO
354720;832;RITA
1852;210;RITIELE
0;1047;RIVAIL
32;946;RIVAIR
81;23497;RIVALDO
0;5560;RIVELINO
295;0;RIZA
0;234;ROALDO
27;28;ROBELI
197;0;ROBENIA
0;28;ROBERLY
20;4339;ROBERSON
293;38440;ROBERT
142504;1049;ROBERTA
1456;435832;ROBERTO
41;14321;ROBERVAL
0;3469;ROBINSON
896;235386;ROBSON
98;20;ROCELI
120;0;ROCHELLI
0;246;RODERLEI
0;44;RODERLEY
55;5576;RODINEI
23;5035;RODNEI
24;3375;RODNEY
226;56090;RODOLFO
0;2025;RODOLPHO
2825;598825;RODRIGO
238;40743;ROGER
13861;132;ROGERIA
